ID,study,layer2,SOC,rrSOC,varSOC,depth2,SOC2,pH4,pH3
1297,128,0-10,8.839907194,-0.060776609,0.001454779,7.5,low,neutral,7.5
1298,95,0-10,7.072802268,0.053425167,0.003273252,5,low,neutral,7.402
1299,95,0-10,7.072802268,0.208174936,0.003273252,5,low,neutral,7.402
1300,115,0-10,8.284,0.217972612,0.00373282,10,low,neutral,6.172
1301,115,0-10,8.284,0.211036168,0.004456927,10,low,neutral,6.172
1302,115,0-10,8.284,0.207639365,0.002349142,10,low,neutral,6.172
1303,115,0-10,8.284,0.185660458,0.002721831,10,low,acid,6.172
1304,115,0-10,8.284,-0.017263067,0.00134213,10,low,acid,6.172
1305,115,0-10,8.284,-0.042453316,0.001660443,10,low,acid,6.172
1306,115,0-10,8.284,-0.00972455,0.009431459,10,low,acid,6.172
1307,115,0-10,8.284,0.037979248,0.009475489,10,low,acid,6.172
1308,3,0-10,4.67259603,,,7.5,low,acid,8.1
1309,3,0-10,4.67259603,,,7.5,low,acid,8.1
1310,3,0-10,4.67259603,,,7.5,low,neutral,8.1
1311,3,0-10,4.67259603,,,7.5,low,neutral,8.1
1312,3,0-10,4.67259603,,,7.5,low,neutral,8.1
1313,3,0-10,4.67259603,,,7.5,low,neutral,8.1
1314,3,0-10,4.67259603,,,7.5,low,neutral,8.1
1315,3,0-10,4.67259603,-0.0719735,0.000870612,7.5,low,alkaline,8.1
1316,3,0-10,4.67259603,0.018349139,0.00085425,7.5,low,alkaline,8.1
1317,3,0-10,4.67259603,-0.107420249,0.00119673,7.5,low,alkaline,8.1
1318,3,0-10,4.67259603,-0.032944156,0.001893374,7.5,low,alkaline,8.1
1319,3,0-10,4.67259603,-0.144169791,0.001486524,7.5,low,alkaline,8.1
1320,3,0-10,4.67259603,-0.052268428,0.003650843,7.5,low,alkaline,8.1
1321,3,0-10,4.67259603,-0.057158414,0.000987868,7.5,low,acid,8.1
1322,129,0-10,19.26713586,0.17147154,0.000737401,2.5,high,acid,5.47
1323,129,0-10,19.18459397,0.026550232,0.004364336,7.5,high,acid,5.422
1324,129,10-30,18.39740603,-0.029413885,0.004364336,15,high,acid,5.77
1325,129,0-10,21.48,,,10,high,acid,5.856
1326,129,0-10,21.48,,,10,high,alkaline,5.856
1327,129,0-10,21.48,,,10,high,alkaline,5.856
1328,129,0-10,21.48,,,10,high,alkaline,5.856
1329,129,0-10,21.48,,,10,high,alkaline,5.856
1330,129,0-10,21.48,,,10,high,alkaline,5.856
1331,129,0-10,21.48,,,10,high,alkaline,5.856
1332,130,0-10,13.37442691,0.265703166,0.004364336,2.5,moderate,alkaline,5.6
1333,130,0-10,12.9687703,0.078471615,0.004364336,7.5,moderate,alkaline,5.6
1334,130,10-30,12.44976798,0.09531018,0.004364336,15,moderate,alkaline,5.6
1335,129,0-10,16.4562413,0.169233922,0.004364336,2.5,moderate,alkaline,5.7
1336,129,0-10,17.11085847,0.027212564,0.004364336,7.5,moderate,alkaline,5.7
1337,129,10-30,16.862,-0.031748698,0.004364336,15,moderate,alkaline,5.7
1338,131,0-10,17.56738283,0.027398974,0.004364336,2.5,high,alkaline,6
1339,131,0-10,16.9762877,0.03509132,0.004364336,7.5,moderate,alkaline,6
1340,131,10-30,15.88215498,0.034486176,0.004364336,15,moderate,alkaline,6
1341,132,0-10,8.03612065,,,10,low,acid,8.06
1342,132,0-10,8.03612065,,,10,low,acid,8.06
1343,132,0-10,8.03612065,,,10,low,acid,8.06
1344,132,0-10,8.03612065,,,10,low,acid,8.06
1345,132,0-10,8.03612065,,,10,low,acid,8.06
1346,132,0-10,8.03612065,,,10,low,acid,8.06
1347,132,0-10,8.03612065,,,10,low,acid,8.06
1348,132,0-10,8.03612065,,,10,low,acid,8.06
1349,132,0-10,8.03612065,,,10,low,alkaline,8.06
1350,132,0-10,8.03612065,,,10,low,alkaline,8.06
1351,132,0-10,8.03612065,,,10,low,alkaline,8.06
1352,132,0-10,8.03612065,,,10,low,alkaline,8.06
1353,132,0-10,8.03612065,,,10,low,alkaline,8.06
1354,132,0-10,8.03612065,,,10,low,alkaline,8.06
1355,132,0-10,8.03612065,,,10,low,alkaline,8.06
1356,132,0-10,8.03612065,,,10,low,alkaline,8.06
1357,132,0-10,8.03612065,,,10,low,acid,8.06
1358,132,0-10,8.03612065,,,10,low,acid,8.06
1359,132,0-10,8.03612065,,,10,low,acid,8.06
1360,132,0-10,8.03612065,,,10,low,acid,8.06
1361,133,0-10,21.47888889,-0.239562824,0.050187119,5,high,acid,4.9
1362,133,0-10,21.47888889,-0.26815565,0.049917084,5,high,acid,4.9
1363,133,10-30,21.66996649,-0.330137428,0.020475272,15,high,acid,4.4
1364,133,10-30,21.66996649,-0.131136182,0.028618277,15,high,acid,4.4
1365,133,10-30,20.12444444,-0.004490353,0.007853192,25,high,acid,4.3
1366,133,10-30,20.12444444,0.075067573,0.009630027,25,high,acid,4.3
1367,133,30-60,20.06670534,-0.015682496,0.017329466,35,high,acid,4.2
1368,133,30-60,20.06670534,0.10805398,0.016020666,35,high,acid,4.2
1369,133,0-10,21.47888889,-0.198808931,0.014862674,5,high,acid,4.9
1370,133,0-10,21.47888889,-0.245938071,0.01192422,5,high,acid,4.9
1371,133,10-30,21.66996649,-0.170641589,0.008183556,15,high,acid,4.4
1372,133,10-30,21.66996649,-0.117178519,0.008277397,15,high,acid,4.4
1373,133,10-30,20.12444444,-0.066805657,0.015934279,25,high,acid,4.3
1374,133,10-30,20.12444444,-0.030279857,0.016727726,25,high,acid,4.3
1375,133,30-60,20.06670534,-0.037594789,0.008297611,35,high,acid,4.2
1376,133,30-60,20.06670534,0.137661923,0.014539872,35,high,acid,4.2
1377,134,0-10,4.93039443,-0.115279826,0.003273252,2.5,low,acid,8.14
1378,134,0-10,4.93039443,0,0.003273252,7.5,low,acid,8.14
1379,134,10-30,4.17633411,0,0.003273252,15,low,acid,8.23
1380,134,0-10,4.93039443,0.052891002,0.003273252,2.5,low,acid,8.14
1381,134,0-10,4.93039443,0,0.003273252,7.5,low,acid,8.14
1382,134,10-30,4.17633411,0,0.003273252,15,low,acid,8.23
1383,134,0-10,4.93039443,0.072438704,0.003273252,2.5,low,acid,8.14
1384,134,0-10,4.93039443,0,0.003273252,7.5,low,acid,8.14
1385,134,10-30,4.17633411,0,0.003273252,15,low,acid,8.23
1386,134,0-10,4.93039443,0.039499887,0.003273252,2.5,low,acid,8.14
1387,134,0-10,4.93039443,-0.07251566,0.003273252,7.5,low,acid,8.14
1388,134,10-30,4.17633411,-0.021721823,0.003273252,15,low,acid,8.23
1389,134,0-10,4.93039443,0.035128868,0.003273252,2.5,low,acid,8.14
1390,134,0-10,4.93039443,-0.033456224,0.003273252,7.5,low,acid,8.14
1391,134,10-30,4.17633411,-0.056526625,0.003273252,15,low,acid,8.23
1392,134,0-10,4.93039443,0.179292169,0.003273252,2.5,low,acid,8.14
1393,134,0-10,4.93039443,0.217326029,0.003273252,7.5,low,acid,8.14
1394,134,10-30,4.17633411,0.22556486,0.003273252,15,low,acid,8.23
1395,135,0-10,2.6,0.101275895,0.004364336,7.5,low,acid,8.1
1396,135,0-10,2.6,0.12156423,0.004364336,7.5,low,acid,8.1
1397,135,0-10,2.6,0.046376162,0.004364336,7.5,low,acid,8.1
1398,135,0-10,2.6,0.032244436,0.004364336,7.5,low,acid,8.1
1399,135,0-10,2.6,0.152664148,0.004364336,7.5,low,acid,8.1
1400,135,0-10,2.6,0.075319906,0.004364336,7.5,low,acid,8.1
1401,135,0-10,2.6,0.135926603,0.004364336,7.5,low,acid,8.1
1402,135,0-10,2.6,0.111438337,0.004364336,7.5,low,acid,8.1
1403,136,0-10,22.04176334,0.049071894,0.003273252,7.5,high,acid,6.2
1404,136,0-10,22.04176334,0.117125357,0.003273252,7.5,high,acid,6.2
1405,136,0-10,22.04176334,0.057487091,0.003273252,7.5,high,acid,6.2
1406,136,0-10,22.04176334,0.095847959,0.003273252,7.5,high,acid,6.2
1407,136,0-10,22.04176334,0.113853758,0.003273252,7.5,high,acid,6.2
1408,136,0-10,22.04176334,0.097980408,0.003273252,7.5,high,acid,6.2
1409,136,0-10,22.04176334,0.087256445,0.003273252,7.5,high,acid,6.2
1410,136,0-10,22.04176334,0.057158414,0.003273252,7.5,high,acid,6.2
1411,137,0-10,30.83187935,0.087685004,0.003273252,3.75,high,acid,6.4
1412,137,0-10,30.83187935,0.109663911,0.003273252,3.75,high,acid,6.4
1413,137,0-10,30.83187935,0.087685005,0.003273252,3.75,high,acid,6.4
1414,137,0-10,30.83187935,0.109663911,0.003273252,3.75,high,acid,6.4
1415,137,0-10,30.83187935,0.087685005,0.003273252,3.75,high,acid,6.4
1416,137,0-10,30.83187935,0.109663911,0.003273252,3.75,high,acid,6.4
1417,137,10-30,31.61238979,0.059255696,0.003273252,11.25,high,acid,6.4
1418,137,10-30,31.61238979,0.107393332,0.003273252,11.25,high,acid,6.4
1419,137,10-30,31.61238979,0.059255696,0.003273252,11.25,high,neutral,6.4
1420,137,10-30,31.61238979,0.107393332,0.003273252,11.25,high,neutral,6.4
1421,137,10-30,31.61238979,0.059255696,0.003273252,11.25,high,neutral,6.4
1422,137,10-30,31.61238979,0.107393332,0.003273252,11.25,high,neutral,6.4
1423,137,10-30,32.5287239,0.055814779,0.003273252,22.5,high,neutral,6.4
1424,137,10-30,32.5287239,0.072812356,0.003273252,22.5,high,neutral,6.4
1425,137,10-30,32.5287239,0.055814779,0.003273252,22.5,high,neutral,6.4
1426,137,10-30,32.5287239,0.072812356,0.003273252,22.5,high,neutral,6.4
1427,137,10-30,32.5287239,0.055814779,0.003273252,22.5,high,acid,6.4
1428,137,10-30,32.5287239,0.072812356,0.003273252,22.5,high,acid,6.4
1429,97,0-10,32.2,-0.003696862,0.004364336,2.5,high,acid,6.2
1430,97,0-10,32.2,-0.04143719,0.004364336,2.5,high,acid,6.2
1431,97,0-10,32.2,-0.003696862,0.004364336,2.5,high,acid,6.2
1432,97,0-10,32.2,-0.003696862,0.004364336,2.5,high,acid,6.2
1433,97,0-10,32.2,-0.04143719,0.004364336,2.5,high,acid,6.2
1434,97,0-10,32.2,-0.003696862,0.004364336,2.5,high,acid,6.2
1435,97,0-10,34.30765661,0.003780723,0.004364336,10,high,alkaline,6.2
1436,97,0-10,34.30765661,-0.015267472,0.004364336,10,high,alkaline,6.2
1437,97,0-10,34.30765661,0.015037877,0.004364336,10,high,alkaline,6.2
1438,97,0-10,34.30765661,0.003780723,0.004364336,10,high,alkaline,6.2
1439,97,0-10,34.30765661,-0.015267472,0.004364336,10,high,alkaline,6.2
1440,97,0-10,34.30765661,0.015037877,0.004364336,10,high,alkaline,6.2
1441,97,10-30,32.56765661,-0.072031128,0.004364336,22.5,high,alkaline,6.2
1442,97,10-30,32.56765661,-0.003868477,0.004364336,22.5,high,alkaline,6.2
1443,97,10-30,32.56765661,-0.039375165,0.004364336,22.5,high,alkaline,6.2
1444,97,10-30,32.56765661,-0.072031128,0.004364336,22.5,high,alkaline,6.2
1445,97,10-30,32.56765661,-0.003868477,0.004364336,22.5,high,alkaline,6.2
1446,97,10-30,32.56765661,-0.039375165,0.004364336,22.5,high,alkaline,6.2
1447,137,0-10,32.74928074,,,10,high,alkaline,6.4
1448,137,0-10,32.74928074,,,10,high,alkaline,6.4
1449,137,0-10,32.74928074,,,10,high,alkaline,6.4
1450,137,0-10,32.74928074,,,10,high,alkaline,6.4
1451,137,0-10,32.74928074,,,10,high,alkaline,6.4
1452,137,0-10,32.74928074,,,10,high,neutral,6.4
1453,138,0-10,9,0.036039936,0.003273252,3.75,low,acid,7.034
1454,138,0-10,9,0.136965855,0.003273252,3.75,low,acid,7.034
1455,138,0-10,9,0.199001246,0.003273252,3.75,low,acid,7.034
1456,138,0-10,9,0.206491918,0.003273252,3.75,low,acid,7.034
1457,138,0-10,9,0.070826053,0.003273252,3.75,low,acid,7.034
1458,138,0-10,9,0.25029454,0.003273252,3.75,low,acid,7.034
1459,138,0-10,9,0.278465417,0.003273252,3.75,low,acid,7.034
1460,17,0-10,11.08,0.05487661,0.003273252,1.25,moderate,alkaline,7.446
1461,17,0-10,11.08,0.05487661,0.003273252,1.25,moderate,alkaline,7.446
1462,17,0-10,9.38922815,0.026248226,0.003273252,3.75,moderate,alkaline,7.516
1463,17,0-10,9.38922815,0.026248226,0.003273252,3.75,moderate,alkaline,7.516
1464,72,0-10,3.756106728,,,10,low,acid,7.876
1465,139,0-10,8.50812065,,,10,low,acid,7.876
1466,139,0-10,8.50812065,,,10,low,acid,7.876
1467,139,0-10,8.50812065,,,10,low,acid,7.876
1468,139,0-10,8.50812065,,,10,low,acid,7.876
1469,139,0-10,8.50812065,,,10,low,acid,7.876
1470,139,0-10,8.50812065,,,10,low,acid,7.876
1471,139,0-10,8.185457076,-0.075985907,0.003273252,4,low,acid,7.908
1472,139,0-10,8.185457076,-0.051959739,0.003273252,4,low,acid,7.908
1473,139,10-30,8.327591648,-0.259957524,0.003273252,11.5,low,acid,7.644
1474,139,10-30,8.327591648,0,0.003273252,11.5,low,acid,7.644
1475,139,0-10,8.50812065,,,10,low,acid,7.876
1476,139,0-10,8.50812065,,,10,low,acid,7.876
1477,139,0-10,8.50812065,,,10,low,acid,7.876
1478,139,0-10,8.50812065,,,10,low,acid,7.876
1479,139,0-10,8.50812065,,,10,low,acid,7.876
1480,139,0-10,8.50812065,,,10,low,acid,7.876
1481,139,0-10,8.50812065,,,10,low,acid,7.876
1482,139,0-10,8.50812065,,,10,low,acid,7.876
1483,139,0-10,8.50812065,,,10,low,acid,7.876
1484,139,0-10,8.50812065,,,10,low,acid,7.876
1485,139,0-10,8.50812065,,,10,low,acid,7.876
1486,139,0-10,8.50812065,,,10,low,acid,7.876
1487,139,0-10,8.50812065,,,10,low,neutral,7.876
1488,139,0-10,8.50812065,,,10,low,neutral,7.876
1489,140,0-10,16.6,0.273405386,0.004364336,2.5,moderate,alkaline,5.534
1490,140,0-10,16.6,0.225203284,0.004364336,2.5,moderate,alkaline,5.534
1491,140,0-10,16.6,0.233400051,0.004364336,2.5,moderate,alkaline,5.534
1492,140,0-10,16.6,0.148242243,0.004364336,2.5,moderate,alkaline,5.534
1493,140,0-10,16.6,0.019802627,0.004364336,7.5,moderate,alkaline,5.686
1494,140,0-10,16.6,0.013245227,0.004364336,7.5,moderate,alkaline,5.686
1495,140,0-10,16.6,0.045610511,0.004364336,7.5,moderate,alkaline,5.686
1496,140,0-10,16.6,0.026317308,0.004364336,7.5,moderate,alkaline,5.686
1497,140,10-30,16.6,-0.036634133,0.004364336,15,moderate,alkaline,5.85
1498,140,10-30,16.6,0.007168489,0.004364336,15,moderate,alkaline,5.85
1499,140,10-30,16.6,0,0.004364336,15,moderate,alkaline,5.85
1500,140,10-30,16.6,-0.021819047,0.004364336,15,moderate,alkaline,5.85
1501,140,0-10,16.6,,,10,moderate,alkaline,5.99
1502,140,0-10,16.6,,,10,moderate,alkaline,5.99
1503,140,0-10,16.6,,,10,moderate,alkaline,5.99
1504,140,0-10,16.6,,,10,moderate,alkaline,5.99
1505,140,0-10,16.6,,,10,moderate,alkaline,5.99
1506,140,0-10,16.6,,,10,moderate,alkaline,5.99
1507,140,0-10,16.6,,,10,moderate,alkaline,5.99
1508,140,0-10,16.6,,,10,moderate,alkaline,5.99
1509,140,0-10,16.6,,,10,moderate,alkaline,5.99
1510,140,0-10,16.6,,,10,moderate,alkaline,5.99
1511,140,0-10,16.6,,,10,moderate,alkaline,5.99
1512,140,0-10,16.6,,,10,moderate,alkaline,5.99
1513,140,0-10,16.6,,,10,moderate,alkaline,5.99
1514,140,0-10,16.6,,,10,moderate,alkaline,5.99
1515,140,0-10,16.6,,,10,moderate,alkaline,5.99
1516,140,0-10,16.6,,,10,moderate,alkaline,5.99
1517,141,0-10,16.53823666,0.34412576,0.002182168,7.5,moderate,alkaline,5.65
1518,141,0-10,16.53823666,0.327100558,0.002182168,7.5,moderate,alkaline,5.65
1519,142,10-30,9.336009282,-0.106921341,0.003273252,15,moderate,alkaline,7.44
1520,142,10-30,9.336009282,-0.062786988,0.003273252,15,moderate,alkaline,7.44
1521,143,0-10,5.21554524,0.539906833,0.005582509,2.5,low,alkaline,8.4
1522,143,0-10,5.21554524,0.311974765,0.010730055,2.5,low,alkaline,8.4
1523,143,0-10,5.562153132,0.218649162,0.005171086,10,low,neutral,8.4
1524,143,0-10,5.562153132,0.114289146,0.00354203,10,low,neutral,8.4
1525,143,10-30,5.51554524,0.057347575,0.008850001,22.5,low,neutral,8.4
1526,143,10-30,5.51554524,0.064822249,0.008766477,22.5,low,neutral,8.4
1527,83,0-10,5.39443155,1.388895143,0.01138869,1.25,low,neutral,8.62
1528,83,0-10,5.39443155,0.851752211,0.005074383,3.75,low,neutral,8.62
1529,83,0-10,5.39443155,0.148420005,0.007575386,10,low,neutral,8.62
1530,83,10-30,5.39443155,0.050261835,0.003041498,20,low,alkaline,8.62
1531,83,30-60,5.39443155,0.020619288,0.007654688,35,low,alkaline,8.62
1532,144,0-10,10.49893271,0.149296301,0.003713517,2.5,moderate,alkaline,8.8
1533,144,0-10,9.391907194,0.017857617,0.020129717,10,moderate,alkaline,8.8
1534,144,10-30,9.264686776,-0.220893832,0.007466721,22.5,low,neutral,8.8
1535,145,0-10,8.028,0.046091107,0.004364336,5,low,neutral,6.6
1536,145,0-10,8.028,0.046091107,0.004364336,5,low,neutral,6.6
1537,145,0-10,8.028,0.053584246,0.004364336,5,low,neutral,6.6
1538,145,0-10,8.028,0.10724553,0.004364336,5,low,neutral,6.6
1539,145,0-10,8.028,0.055059777,0.004364336,5,low,neutral,6.6
1540,145,0-10,8.028,0.053584246,0.004364336,5,low,neutral,6.6
1541,145,0-10,8.028,0,0.004364336,5,low,neutral,6.6
1542,145,0-10,8.028,0.027908788,0.004364336,5,low,neutral,6.6
1543,145,0-10,8.028,0.062242309,0.004364336,5,low,neutral,6.6
1544,145,10-30,7.7402413,0.007117468,0.004364336,20,low,acid,6.6
1545,145,10-30,7.7402413,0.122602322,0.004364336,20,low,acid,6.6
1546,145,10-30,7.7402413,0.251314428,0.004364336,20,low,acid,6.6
1547,145,10-30,7.7402413,0.028170877,0.004364336,20,low,acid,6.6
1548,145,10-30,7.7402413,0.15415068,0.004364336,20,low,neutral,6.6
1549,145,10-30,7.7402413,0.051293294,0.004364336,20,low,neutral,6.6
1550,145,10-30,7.7402413,0.101782694,0.004364336,20,low,neutral,6.6
1551,145,10-30,7.7402413,0.14792013,0.004364336,20,low,neutral,6.6
1552,145,10-30,7.7402413,0.215596346,0.004364336,20,low,neutral,6.6
1553,145,30-60,8.034,0.019608471,0.004364336,45,low,neutral,6.632
1554,145,30-60,8.034,-0.127444947,0.004364336,45,low,neutral,6.632
1555,145,30-60,8.034,0.073427469,0.004364336,45,low,neutral,6.632
1556,145,30-60,8.034,0.147053418,0.004364336,45,low,neutral,6.632
1557,145,30-60,8.034,0.09763847,0.004364336,45,low,neutral,6.632
1558,145,30-60,8.034,0.125163143,0.004364336,45,low,neutral,6.632
1559,145,30-60,8.034,0.129811612,0.004364336,45,low,neutral,6.632
1560,145,30-60,8.034,-0.0893451,0.004364336,45,low,neutral,6.632
1561,145,30-60,8.034,0.046520016,0.004364336,45,low,neutral,6.632
1562,145,60-100,9.051517402,-0.061368946,0.004364336,75,low,neutral,6.62
1563,145,60-100,9.051517402,-0.148845628,0.004364336,75,low,neutral,6.62
1564,145,60-100,9.051517402,-0.0588405,0.004364336,75,low,neutral,6.62
1565,145,60-100,9.051517402,0.101782694,0.004364336,75,low,neutral,6.62
1566,145,60-100,9.051517402,-0.148845628,0.004364336,75,low,neutral,6.62
1567,145,60-100,9.051517402,0.228841572,0.004364336,75,low,neutral,6.62
1568,145,60-100,9.051517402,0.068992871,0.004364336,75,low,neutral,6.62
1569,145,60-100,9.051517402,-0.252835341,0.004364336,75,low,neutral,6.62
